0,0
0,0
0.1,0
0.1,0
0.21,0
0.21,0
0.33,0
0.35,0
0.41,0
0.47,0
0.48,0
0.51,0
0.53,0
0.63,0
0.63,0
0.68,0
0.77,0
1.7,0
